prompt_id,user_segment,prompt_type,prompt_text,prompt_version,response_time,feedback_rating,completion_status,sentiment_score,timestamp,user_id,prompt_length,response_length,error_description,location,device_type,is_premium_user
49bd2f7f-67fa-41b7-a0c5-eab9efca530b,Analyst,Education,Summarize the Cold War,v1,3.17,4.0,Success,-0.06,2024-04-02 00:00:00,16b25089-1e35-4ce8-b3bb-e4c1ace64209,4,26,,India,Web,False
6b861dff-74e7-4178-8572-0eb964009f87,Developer,Marketing,Write a product description for a smartwatch,v1,2.79,3.3,Success,0.52,2024-01-21 00:00:00,5fbbf3dd-0d3e-4204-a193-8f91e344d28a,7,91,,United States,Tablet,False
79a5a102-5024-4f0e-9b0d-0e3d07feb6c6,Marketer,Education,Explain photosynthesis,v1,3.7,4.0,Success,-0.01,2024-05-01 00:00:00,e15788f1-02c0-494d-905f-fb25bc863529,2,85,,United States,Web,False
6bc36e96-f75d-456e-9b80-f314626fc70d,Analyst,Code,Fix this SQL query,v2,0.4,4.4,RateLimitError,-0.95,2024-05-18 00:00:00,50044447-b3c9-4260-b8c2-da616670a276,4,81,API rate limit exceeded,United Kingdom,Mobile,True
568a431d-a65b-4f59-b04a-2371d9561a8c,Analyst,Code,Explain OOP in Java,v2,1.36,4.5,Success,0.02,2024-05-12 00:00:00,88a4e70e-7a3e-4b97-a2f8-13ba084a3029,4,81,,United Kingdom,Web,False
3221396a-1113-4f0e-b416-53734276c5b4,Student,Casual,Tell me a joke,v1,2.32,4.0,Success,-0.18,2024-01-06 00:00:00,b1015bf3-7feb-414e-8551-9860c95d64f7,4,41,,United Kingdom,Tablet,False
a4b163f6-aa29-4023-ad6e-788f45dcddd7,Developer,Code,Write a Python function to reverse a string,v1,1.87,4.3,Success,-0.85,2024-01-16 00:00:00,e52b0bfb-656f-4672-a9cd-61f1800f339b,8,50,,India,Web,False
10203a37-c44b-4d0f-90c1-f775a4f739b4,Student,Code,Write a Python function to reverse a string,v2,1.85,3.4,Success,0.86,2024-03-01 00:00:00,d3ecfa33-7617-4955-bb05-02e55ebc4f5a,8,56,,United States,Mobile,True
4fa839d3-b7ff-4640-aca7-456ed1feef01,Marketer,Marketing,Write a product description for a smartwatch,v1,2.9,4.6,Success,0.74,2024-05-26 00:00:00,102df8a6-1cfd-40f6-9ef0-df1b3655ced2,7,49,,Germany,Mobile,True
571aac6f-c757-4e4c-ae73-c812e989924f,Developer,Casual,What should I eat today?,v2,2.08,4.2,Success,0.79,2024-01-25 00:00:00,c6174677-19be-432e-8bb1-a2fd1fb125c1,5,60,,India,Web,True
6ed8a0d3-246d-49a8-a1ac-74fc6b555d08,Analyst,Casual,What should I eat today?,v2,3.6,3.9,Success,0.79,2024-01-14 00:00:00,f3e9094f-421d-47ae-95ce-43415202d6df,5,94,,India,Mobile,False
7661ee33-e19f-4189-97c3-9acf03765614,Student,Education,Summarize the Cold War,v2,1.94,3.6,Success,-0.54,2024-01-28 00:00:00,84aa9d7a-fb50-42da-9d0d-f5d06e18b619,4,29,,Australia,Mobile,False
6bdbd3d1-58a8-4595-96f5-a2c97427fc9a,Developer,Code,Write a Python function to reverse a string,v2,3.52,3.6,Success,0.72,2024-02-16 00:00:00,e448bd53-0243-402a-a3b7-e5676c4e5675,8,61,,United States,Web,False
191197f0-6fce-4486-8c02-52565e1e8d0b,Marketer,Marketing,Write a product description for a smartwatch,v1,2.5,3.6,Success,-0.17,2024-05-20 00:00:00,274ae8cc-84ac-400c-84f1-64b3151c7f65,7,70,,Germany,Web,False
b909750e-b83b-456e-8a92-915ee91c68e7,Student,Education,What is the Pythagorean theorem?,v1,2.18,3.6,RateLimitError,-0.32,2024-03-01 00:00:00,6249cf31-fe0d-4eed-a071-294247a2cd15,5,68,API rate limit exceeded,United States,Web,True
dba6deb3-e6fb-4dff-aa90-851eb64253cd,Marketer,Code,Explain OOP in Java,v2,2.37,4.1,Success,0.04,2024-04-12 00:00:00,d5a2ae27-9f33-41bd-ba48-d1bbddc1eb6b,4,50,,India,Web,False
0fb3a01f-abbd-4f27-9fb5-f64b068c0d6d,Developer,Education,Summarize the Cold War,v1,1.75,4.8,Timeout,0.94,2024-03-08 00:00:00,be9b0345-653a-4e02-89a1-d5a31f89ccf2,4,75,Response timed out,United Kingdom,Tablet,False
b8be599a-74f4-43c4-8df1-5bd5a67aa6fa,Analyst,Casual,What should I eat today?,v2,0.96,3.8,Success,-0.43,2024-03-16 00:00:00,267d4457-1363-4ccb-887c-5af038f40a9f,5,66,,United States,Web,False
e1f83157-02ac-45cd-a343-7bd7b4ec9e3f,Student,Code,Fix this SQL query,v1,2.58,3.5,Success,0.01,2024-01-15 00:00:00,9659b67a-6c3b-4f46-b0c6-1f82e9461ce8,4,48,,United States,Mobile,False
8a435358-8bf4-44f8-a51c-cdc7d1762dbd,Marketer,Education,What is the Pythagorean theorem?,v1,2.35,4.0,Success,-0.71,2024-05-10 00:00:00,30fc839b-6d52-402a-bfca-1bc9000903b1,5,98,,United Kingdom,Web,False
0e4a2275-ecd9-4b15-9124-1483de73cd38,Developer,Education,Explain photosynthesis,v1,2.77,3.8,Success,-0.52,2024-03-01 00:00:00,990ad8d9-5743-4aef-8915-388d756131f8,2,60,,Germany,Web,True
4e69bbec-1e97-484e-a146-d85a2b9ec1e6,Student,Casual,Fun weekend ideas?,v1,3.41,4.3,Success,-0.52,2024-01-11 00:00:00,7d03bc5b-3803-43b8-bc14-e19dac6d3c8e,3,61,,Germany,Web,False
b4e13a9d-14b9-4836-b68d-a7f3f0e44efb,Marketer,Education,What is the Pythagorean theorem?,v2,1.86,4.8,RateLimitError,0.26,2024-02-22 00:00:00,fe5101e4-0a3e-4829-a2c6-5a306f91221b,5,36,API rate limit exceeded,United States,Web,True
c53b4a49-eaf2-44dc-8c9e-605198205e52,Developer,Marketing,Create a Facebook ad copy for shoes,v2,2.97,5.0,Success,-0.82,2024-06-14 00:00:00,bb9a2d30-761b-415c-8cb6-995303b986dc,7,37,,United Kingdom,Web,True
5a3fdc56-145d-4c62-8891-16b085bf2d36,Marketer,Marketing,Create a Facebook ad copy for shoes,v1,2.11,4.4,Success,-0.63,2024-06-08 00:00:00,875c7671-432f-4ddd-b24b-11584d13f5c7,7,29,,Australia,Mobile,True
ad106790-29b5-4ce5-b389-3d8e36a3aebc,Student,Education,What is the Pythagorean theorem?,v1,2.58,3.4,Success,0.36,2024-02-03 00:00:00,94a43c5d-a85e-4720-811a-473c4064d6b9,5,46,,United States,Web,True
6454ca62-66b7-4b3b-aa17-e157d0e41f31,Student,Marketing,Write a product description for a smartwatch,v2,2.51,3.5,Success,-0.55,2024-04-22 00:00:00,fb626f50-a65c-4f73-a1ba-db56f7f2a5d4,7,30,,United Kingdom,Mobile,False
8a0d1a3a-42b3-4337-8f3b-bfdc1f00d08e,Student,Marketing,Generate email subject lines for a sale,v2,1.65,4.1,RateLimitError,0.38,2024-01-27 00:00:00,43c01e91-b783-4428-a772-7ef52699b22f,7,34,API rate limit exceeded,India,Web,False
e7019eb4-4f85-4106-abc9-d56ba38f4627,Analyst,Code,Write a Python function to reverse a string,v1,3.0,3.7,Success,-0.72,2024-02-09 00:00:00,dcba4e0e-a0ba-49b5-8fa2-9c4021d4c303,8,41,,Australia,Tablet,False
f947b78e-d7b5-4892-bbfe-9464f709737a,Analyst,Marketing,Generate email subject lines for a sale,v1,1.87,3.6,Success,0.85,2024-02-22 00:00:00,c6df0ac9-c10d-4a0e-abd0-20b055a4fbcb,7,40,,United Kingdom,Mobile,False
61fb352e-1768-4289-a604-ac6f4eb37907,Marketer,Marketing,Create a Facebook ad copy for shoes,v1,2.21,4.2,Success,0.32,2024-04-18 00:00:00,a3db5632-0c6c-49c1-a521-7a01ba78e299,7,42,,United States,Web,False
b25c78a1-e120-44a8-b2cd-95e948cf73d4,Student,Marketing,Write a product description for a smartwatch,v2,2.68,4.7,Success,0.06,2024-06-12 00:00:00,6fe32ffc-514f-49c1-8f63-2c4fd5e6d10c,7,58,,Canada,Web,True
c4874019-b7b1-4187-9f6a-2e13dc69db09,Developer,Marketing,Generate email subject lines for a sale,v2,2.24,3.7,Success,0.79,2024-04-19 00:00:00,a6e36f16-9754-4ae8-bc67-692ca307049b,7,90,,Germany,Web,False
61387c89-6a88-4e4a-82c1-4c106b1ea9c0,Student,Education,Explain photosynthesis,v1,2.71,4.3,Success,-0.32,2024-04-04 00:00:00,015ac0ce-387d-4611-827a-ff79b3b8a98c,2,97,,United States,Web,False
0066246c-aeb6-4c9d-af6a-ac9f627c4463,Marketer,Code,Write a Python function to reverse a string,v1,3.54,3.2,Success,0.79,2024-01-11 00:00:00,496ae691-ff1e-4902-a901-40f48cf1ad0e,8,43,,United Kingdom,Web,False
d076e3a0-49d6-47d9-9d93-290d6b4984f6,Developer,Marketing,Generate email subject lines for a sale,v1,2.7,4.0,Success,0.28,2024-03-31 00:00:00,eeece298-31ab-41c0-994a-ae3ac32bb307,7,78,,Australia,Tablet,False
97c5b6d0-55a3-4ae5-a073-fd204e96682f,Developer,Casual,Tell me a joke,v1,2.68,4.4,Timeout,-0.98,2024-02-15 00:00:00,5145e5ab-b71f-4cd3-a7a6-32a8ecf7e97b,4,42,Response timed out,Australia,Web,False
f549e48f-5f26-42c6-a9f4-b84cb594bf8c,Student,Casual,Tell me a joke,v2,2.73,3.3,Success,-0.99,2024-04-15 00:00:00,7edba868-9617-4744-8f92-d78dd4fc7c74,4,92,,United Kingdom,Mobile,False
88ee5e63-fd29-480a-8929-a47fad9d41e3,Analyst,Code,Write a Python function to reverse a string,v1,2.64,2.9,Success,0.38,2024-01-10 00:00:00,4617f03b-406e-423a-99cc-879e9176b09e,8,39,,Germany,Web,False
61b125d0-4597-4800-9351-3c1b956a7377,Developer,Casual,Tell me a joke,v2,1.55,4.3,Success,0.42,2024-02-28 00:00:00,2b3aab61-de84-4a48-b3ea-cb770750f70f,4,28,,United States,Web,False
10ccaf41-5c48-43ac-adf4-e3984e3919b9,Student,Code,Fix this SQL query,v1,1.9,3.0,Success,0.49,2024-03-12 00:00:00,bdbdd693-d696-4451-b948-ef4488572014,4,65,,Australia,Mobile,False
c9d9c93e-e66a-4ebc-8cf1-81f3b90ce34e,Analyst,Education,Summarize the Cold War,v2,3.27,4.1,Success,0.32,2024-05-17 00:00:00,a45b52c3-4fef-48ab-9601-7eba05ed2569,4,40,,Australia,Web,False
3e1eb39a-3455-443a-9d9a-e57859cce1cc,Student,Marketing,Write a product description for a smartwatch,v2,1.81,3.9,Success,-0.26,2024-03-08 00:00:00,33793b5e-faeb-4469-ab67-d658461e87d1,7,98,,Canada,Mobile,False
c0fed1a1-f99b-4845-b5fb-d93aa8af916b,Student,Education,What is the Pythagorean theorem?,v2,1.79,3.2,Success,0.95,2024-03-21 00:00:00,ef5ea7ac-f9e2-4742-9c29-ae9181a60077,5,34,,India,Web,True
b0ba0a19-f027-4b82-8116-a1c54ea886dc,Student,Casual,What should I eat today?,v1,3.2,3.6,Success,0.26,2024-04-21 00:00:00,0e57e442-cdab-4967-b774-435eb04552ef,5,40,,Canada,Mobile,True
c6dd6ce5-1e31-4415-bcf5-d37f3c657d48,Developer,Education,Summarize the Cold War,v2,2.51,4.8,Success,0.15,2024-06-19 00:00:00,dedcde67-b317-4cba-87e1-ccb9e7e2f168,4,39,,India,Mobile,False
b5936d93-5cab-48b5-9701-fc39f7f4eda9,Analyst,Marketing,Generate email subject lines for a sale,v1,1.37,3.8,Success,0.44,2024-03-17 00:00:00,9df0f386-a5a6-4ed2-9b3b-3457fb6fd5cf,7,68,,Australia,Mobile,True
e5e7c48b-1974-47e1-bba1-a5c3ae24d326,Marketer,Marketing,Create a Facebook ad copy for shoes,v2,1.64,4.1,Success,0.88,2024-05-21 00:00:00,f737a747-bfb2-4a47-8fd0-0d3482b6f1ca,7,29,,India,Mobile,True
7f810d81-5e1f-44cf-aa27-ff8f1b707b4d,Developer,Code,Explain OOP in Java,v2,2.4,4.3,Success,0.93,2024-02-14 00:00:00,422fc69b-b629-4835-9b7d-ee46df3aad67,4,46,,United States,Web,False
e3687ce9-e923-4ac1-b703-a41ec98442fc,Marketer,Marketing,Generate email subject lines for a sale,v1,1.82,2.7,Success,0.7,2024-02-23 00:00:00,0b10e2e6-8947-4cd5-b0f0-b94d702a8d1f,7,54,,Australia,Web,True
eda4b22c-11a5-4862-9c41-6812ddc5bea8,Analyst,Casual,What should I eat today?,v2,1.76,3.4,Success,0.11,2024-02-24 00:00:00,082c298c-b87e-4785-bf21-a482e77ae0dd,5,69,,Australia,Web,False
5c7eaf48-5743-4a59-8054-0ed66ecf6383,Developer,Casual,Fun weekend ideas?,v1,2.64,4.1,Success,0.14,2024-06-18 00:00:00,b928b067-4931-4ea0-bac0-ec89975dd765,3,90,,India,Web,False
c90655f3-3551-4b5a-823d-44e749dfbe6c,Student,Marketing,Write a product description for a smartwatch,v2,2.68,3.2,Success,0.98,2024-02-20 00:00:00,0d14329a-8cde-4998-b541-ce679efd4915,7,50,,United Kingdom,Web,True
43ce5e6a-949e-4b9e-add6-1d74dcf9f37c,Student,Code,Write a Python function to reverse a string,v1,2.55,3.0,Timeout,0.75,2024-06-05 00:00:00,7f2f3f5e-4684-4487-91fb-3678db19fa73,8,46,Response timed out,India,Mobile,False
9c695e09-0edd-4084-99ab-faeb7b046154,Marketer,Education,Summarize the Cold War,v1,3.2,4.5,Success,0.4,2024-04-08 00:00:00,942c6e33-6b9e-4133-9de1-2762bef95909,4,98,,India,Web,True
7fb9e615-807c-4cab-8109-78610681a545,Marketer,Casual,Tell me a joke,v1,1.4,3.1,Success,0.62,2024-01-02 00:00:00,20e25944-daeb-42ea-8ec1-6b877c0ad2a8,4,63,,Germany,Tablet,True
2f9b21ec-1147-4b00-bfd5-0f89b9be9ba4,Marketer,Education,Explain photosynthesis,v1,2.74,4.0,Success,0.83,2024-06-27 00:00:00,8bfeb5c1-1b0b-495d-85b9-a93529a0209e,2,67,,Germany,Tablet,True
c2404156-2d74-46bf-8a51-90ac63bca9f9,Student,Casual,Fun weekend ideas?,v1,2.91,5.0,RateLimitError,0.6,2024-02-01 00:00:00,44696bc1-252b-4d44-bec0-1ed5707cbf65,3,62,API rate limit exceeded,United States,Mobile,False
d93a7502-a8d4-487d-8a5d-4934665c8823,Developer,Casual,What should I eat today?,v2,3.56,4.5,RateLimitError,0.59,2024-04-23 00:00:00,22be4a7e-e150-4145-b148-025ea20fa7af,5,86,API rate limit exceeded,United States,Tablet,False
097c3f9b-0ce9-4376-a95a-e28b19ffb442,Marketer,Casual,Tell me a joke,v2,2.25,4.3,Success,-0.25,2024-03-04 00:00:00,705fde0d-a521-42f1-9c62-28102bef2263,4,41,,United Kingdom,Mobile,False
17923db4-6168-4571-b15e-85d189d5351d,Marketer,Marketing,Generate email subject lines for a sale,v1,2.63,3.2,Success,-0.93,2024-01-20 00:00:00,85f78fb4-7451-4c26-a5e3-52282b2bf869,7,38,,Germany,Web,False
3b73c9f2-f700-47b2-bd63-ef6ccdfcae80,Developer,Marketing,Create a Facebook ad copy for shoes,v2,4.35,2.5,Success,-0.43,2024-05-18 00:00:00,a0753199-29d4-43bc-9b43-f1aa114e3661,7,40,,Canada,Mobile,True
214c8c12-d4f4-46a3-a48d-0d5af8c0770d,Developer,Education,Explain photosynthesis,v1,2.17,3.9,Success,-0.93,2024-02-09 00:00:00,db8aac8e-f509-49be-b6c7-fed63ec87a42,2,82,,United States,Mobile,False
06842879-99fb-45eb-81cf-5b7438810346,Student,Code,Explain OOP in Java,v2,2.12,4.6,Success,-0.75,2024-04-29 00:00:00,6006b9e4-f979-4b86-9ace-fb7e136af12e,4,35,,United States,Web,False
d22688cf-0bcb-4896-ae75-15783d5d59b3,Student,Casual,Tell me a joke,v2,3.75,3.9,Success,-0.57,2024-05-29 00:00:00,3d9f02d2-9417-4307-a0dd-50fb374aeb9d,4,50,,Germany,Web,True
39062d8a-40b7-4c8f-9b67-57cd98de397d,Marketer,Education,Summarize the Cold War,v1,1.92,4.0,RateLimitError,-0.9,2024-03-17 00:00:00,d3ecfa33-7617-4955-bb05-02e55ebc4f5a,4,29,API rate limit exceeded,Germany,Web,False
9ec259f2-6f09-4c83-bbb6-60ad18aef5f0,Marketer,Casual,Fun weekend ideas?,v1,4.41,5.0,Success,0.27,2024-03-10 00:00:00,a894eadd-864c-4ccd-a858-e0d03e5f1c39,3,55,,United Kingdom,Web,False
06f249f5-fcd7-49e8-85a0-279ec0c10ce7,Marketer,Casual,Tell me a joke,v2,0.88,3.9,Success,0.59,2024-06-22 00:00:00,f3e9094f-421d-47ae-95ce-43415202d6df,4,103,,Germany,Tablet,False
5cb0aaaf-7b6a-4fed-8668-e12d22728cb8,Developer,Casual,What should I eat today?,v1,2.14,2.6,Timeout,-0.84,2024-05-16 00:00:00,c1805b84-56bf-4cbd-acf0-61604d8bd081,5,74,Response timed out,India,Web,True
0d252a8f-80fd-4845-b514-41cb08c01e8b,Marketer,Education,What is the Pythagorean theorem?,v1,2.9,4.4,Success,-0.18,2024-04-19 00:00:00,bdfe6307-b21c-4805-8d61-f6f15cc1a70f,5,36,,Australia,Web,False
02056b82-0c65-4158-97f8-7a0ce790d2a9,Marketer,Code,Write a Python function to reverse a string,v1,2.23,3.6,Success,-0.5,2024-03-24 00:00:00,fcc6fc46-29a5-47a0-a57f-df6b31f5b0da,8,84,,Canada,Web,True
0368026f-20ea-4151-a575-0b5f1dc7e0ba,Marketer,Code,Explain OOP in Java,v2,3.91,4.1,Success,0.32,2024-04-07 00:00:00,1f59804a-bdf9-4eb7-9eaf-765e8edc7dbc,4,76,,Australia,Web,False
0d575e0c-4869-4c44-957d-59bd0a506e63,Marketer,Marketing,Create a Facebook ad copy for shoes,v1,2.8,5.0,Success,0.22,2024-05-18 00:00:00,a1ccbdf9-bc18-4e71-9b70-3a2f5ded052a,7,39,,India,Web,True
21f04f49-3fac-46b0-b3cf-f188f6e4ed99,Analyst,Education,Explain photosynthesis,v1,1.28,3.5,Success,-0.29,2024-06-15 00:00:00,beefd2bd-c0bf-48fa-8913-d8bcaa65e072,2,93,,India,Web,False
5ab52958-4bda-48b0-a115-8d092d11b3e0,Student,Education,Explain photosynthesis,v1,2.31,5.0,Success,-0.8,2024-06-08 00:00:00,61083a5a-e4ee-40ce-a5b6-1a47d4eb6271,2,24,,Australia,Tablet,False
44e90b02-3fa9-4ee2-bf90-78a738c17358,Developer,Code,Write a Python function to reverse a string,v2,-0.09,3.1,Success,-0.65,2024-05-24 00:00:00,814b4c64-a002-4cfa-bad3-0b3a568c5862,8,91,,India,Web,False
5bd2d50d-b3e7-44fb-b363-6bf630d36734,Marketer,Code,Fix this SQL query,v2,0.9,2.9,Success,0.23,2024-02-12 00:00:00,77a11856-c3cc-45b1-8870-8b9209f3acd1,4,81,,United States,Mobile,True
fd9c0546-e1e5-437a-bd49-9ae7875dc7fb,Developer,Education,Summarize the Cold War,v1,2.15,3.9,Success,-0.25,2024-03-20 00:00:00,4cbee68d-8928-45da-92bb-1d0c6d217cc3,4,27,,Australia,Web,False
427468ab-3ac6-4a8e-9cd1-5758daf002d5,Marketer,Casual,Fun weekend ideas?,v1,2.55,5.0,Success,0.71,2024-06-25 00:00:00,f8665869-03eb-4ae1-88b1-343784ba3a30,3,67,,India,Tablet,False
ca3f53b1-ea25-4b20-8c6a-05ac4c062055,Student,Code,Fix this SQL query,v2,1.71,4.1,Success,-0.86,2024-06-02 00:00:00,1e1478f1-b6f8-4a42-a0f4-c84eb306ef0c,4,89,,United States,Web,False
80fc3385-5105-48dd-86e7-326ae0cac304,Student,Education,Summarize the Cold War,v2,2.34,3.8,Success,0.17,2024-01-18 00:00:00,eeece298-31ab-41c0-994a-ae3ac32bb307,4,59,,Germany,Mobile,True
1efa77ed-4c95-4d6b-a203-d2ac45d32507,Student,Marketing,Create a Facebook ad copy for shoes,v2,2.59,4.3,Success,-0.22,2024-04-02 00:00:00,329757ca-8c12-4c41-bad1-3f7a542c96c9,7,49,,Canada,Mobile,False
6e5de24e-2d0c-436b-a69c-3d8cd4b6d321,Developer,Casual,What should I eat today?,v1,2.01,5.0,Success,0.09,2024-06-15 00:00:00,2acbe9f6-f438-4ad1-8d8c-da00f4a80eca,5,43,,Canada,Mobile,True
bc716089-32c9-49de-ba09-9e1a8ba36072,Marketer,Marketing,Create a Facebook ad copy for shoes,v2,2.38,4.2,Success,0.92,2024-05-31 00:00:00,ac413f69-96de-4635-b17b-880e796601cf,7,66,,India,Web,False
af2804a9-c2ab-4e97-a49d-d8d43e1205e1,Analyst,Marketing,Write a product description for a smartwatch,v1,2.11,3.9,Success,-0.36,2024-04-25 00:00:00,eca45876-008d-4064-8ebd-d08456e4a7b2,7,98,,Canada,Web,False
c290a092-6052-4ba3-9ca5-cd9d4ce89ef5,Marketer,Code,Fix this SQL query,v2,2.03,4.4,Success,-0.76,2024-05-06 00:00:00,ebe32a50-c442-4387-8d3a-917247d67e79,4,39,,United States,Web,False
0373c56c-02ae-4cf8-ba9c-85b621a31640,Developer,Marketing,Create a Facebook ad copy for shoes,v1,3.26,4.8,Success,0.75,2024-03-07 00:00:00,f32fc6fb-d337-463c-959f-99eb57b23afc,7,84,,Germany,Web,False
9fe849df-4ec8-4cd1-94e6-1310c2e36cf1,Analyst,Marketing,Generate email subject lines for a sale,v2,3.15,4.2,Success,-0.44,2024-05-12 00:00:00,3ae38115-031c-49d2-ac7c-e708ae50f06f,7,44,,India,Web,False
ad64ee40-f77e-4d5c-ab1d-b98ae87accce,Student,Code,Write a Python function to reverse a string,v2,2.94,3.3,Success,0.61,2024-03-02 00:00:00,66002068-86ff-431f-be1e-a070c8f32b91,8,63,,United Kingdom,Mobile,False
5d2625ee-7c6d-494b-b48e-2c94abdc1b94,Marketer,Casual,What should I eat today?,v1,2.48,3.9,Success,-0.26,2024-02-26 00:00:00,decfa46d-2df5-4810-859e-ec3d4d25c1fe,5,48,,Australia,Web,True
