prompt_id,user_id,session_id,timestamp,date,prompt_type,user_segment,prompt_version,device_type,location,is_premium_user,user_type,feedback_rating,response_time,completion_status,is_successful,has_error,is_high_rating,is_fast_response,hour,day_of_week,day_name,month,month_name,time_period,is_weekend,is_business_hours,word_count,char_count,has_question,question_count,has_code_keywords,is_help_request,is_creative_request,sentiment_score,sentiment_category,is_positive_sentiment,engagement_score,is_premium,is_power_user,prompts_in_session,session_duration_minutes,session_type,avg_session_rating,is_version_v1,is_version_v2,ab_test_result,v1_avg_rating,v2_avg_rating,rating_improvement_pct,v1_success_rate,v2_success_rate,success_improvement_pct
bf320af3-9258-485f-9937-f7fa81c24607,6e4b0b8e-3bad-455a-a9c3-8e84d84c4e73,6e4b0b8e-3bad-455a-a9c3-8e84d84c4e73_session_1,2024-01-02,2024-01-02,Casual,Marketer,v1,Web,Australia,False,Regular User,4.0,2.99,Success,1,0,1,1,0,1,Tuesday,1,January,Night,False,False,5,24,True,1,False,False,False,-0.36,Negative,0,2.28,0,0,1,0.0,Single Query,4.0,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
a5db9cf2-a6a1-4db0-8c64-31e5991a9bcd,51f81a2c-300c-4a66-b955-b262a125ddce,51f81a2c-300c-4a66-b955-b262a125ddce_session_1,2024-01-02,2024-01-02,Casual,Student,v1,Mobile,India,False,Regular User,3.7,2.34,Success,1,0,0,1,0,1,Tuesday,1,January,Night,False,False,3,18,True,1,False,False,False,0.26,Positive,1,2.12,0,0,1,0.0,Single Query,3.7,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
7fb9e615-807c-4cab-8109-78610681a545,20e25944-daeb-42ea-8ec1-6b877c0ad2a8,20e25944-daeb-42ea-8ec1-6b877c0ad2a8_session_1,2024-01-02,2024-01-02,Casual,Marketer,v1,Tablet,Germany,True,Regular User,3.1,1.4,Success,1,0,0,1,0,1,Tuesday,1,January,Night,False,False,4,14,False,0,False,False,False,0.62,Positive,1,1.9,1,0,1,0.0,Single Query,3.1,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
1de4750b-0218-4aa2-8133-e40e858e556b,6249cf31-fe0d-4eed-a071-294247a2cd15,6249cf31-fe0d-4eed-a071-294247a2cd15_session_1,2024-01-02,2024-01-02,Education,Developer,v2,Web,Canada,False,Regular User,3.4,2.47,Success,1,0,0,1,0,1,Tuesday,1,January,Night,False,False,2,22,False,0,False,True,False,-0.2,Negative,0,1.99,0,0,1,0.0,Single Query,3.4,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
13331cbc-d5d4-4fbd-91d7-0aeece3424c6,19d8d13b-3061-4cd3-9113-02aebdbd9519,19d8d13b-3061-4cd3-9113-02aebdbd9519_session_1,2024-01-02,2024-01-02,Code,Analyst,v1,Tablet,United Kingdom,False,Regular User,4.9,2.56,Success,1,0,1,1,0,1,Tuesday,1,January,Night,False,False,8,43,False,0,True,False,True,-0.98,Negative,0,2.68,0,0,1,0.0,Single Query,4.9,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
ac463a86-c4d7-497c-bdce-4de9bbe0d521,7c90543c-adfa-47b3-9e49-0ca926d660fb,7c90543c-adfa-47b3-9e49-0ca926d660fb_session_1,2024-01-02,2024-01-02,Code,Developer,v1,Mobile,Canada,True,Power User,4.3,2.61,Timeout,0,1,1,1,0,1,Tuesday,1,January,Night,False,False,4,19,False,0,False,True,False,0.33,Positive,1,1.78,1,1,1,0.0,Single Query,4.3,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
ac123b11-35c4-4a1b-b23d-de0ede76a89c,21816752-478b-44fc-b97f-dd1dc26936c2,21816752-478b-44fc-b97f-dd1dc26936c2_session_1,2024-01-02,2024-01-02,Education,Marketer,v2,Tablet,United Kingdom,False,Power User,4.1,2.28,Success,1,0,1,1,0,1,Tuesday,1,January,Night,False,False,4,22,False,0,False,False,False,-0.29,Negative,0,2.3,0,1,2,0.0,Short Session,3.85,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
2ccfccd1-1787-4402-a074-27ac9af3f8dd,fcc6fc46-29a5-47a0-a57f-df6b31f5b0da,fcc6fc46-29a5-47a0-a57f-df6b31f5b0da_session_1,2024-01-02,2024-01-02,Casual,Analyst,v2,Tablet,Australia,False,Regular User,4.0,2.65,Success,1,0,1,1,0,1,Tuesday,1,January,Night,False,False,3,18,True,1,False,False,False,0.01,Neutral,0,2.24,0,0,1,0.0,Single Query,4.0,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
91ed9499-d38d-4328-8200-4deb893e5586,58aabe2c-ebc0-4714-abdd-deae41449404,58aabe2c-ebc0-4714-abdd-deae41449404_session_1,2024-01-02,2024-01-02,Education,Developer,v2,Web,Australia,False,Regular User,3.8,1.66,Success,1,0,0,1,0,1,Tuesday,1,January,Night,False,False,4,22,False,0,False,False,False,0.61,Positive,1,2.18,0,0,1,0.0,Single Query,3.8,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
55824e0b-08cb-4cd9-8969-9338d8fef8cd,43f00b60-caa5-4659-a48c-17997d6e049b,43f00b60-caa5-4659-a48c-17997d6e049b_session_1,2024-01-02,2024-01-02,Education,Developer,v2,Mobile,Canada,False,Regular User,3.6,1.77,Success,1,0,0,1,0,1,Tuesday,1,January,Night,False,False,4,22,False,0,False,False,False,-0.09,Neutral,0,2.1,0,0,1,0.0,Single Query,3.6,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
46d431de-972b-48aa-baf6-ac2fcb3ecf83,06b27272-4bcf-4a86-b5e0-865dbd338bf5,06b27272-4bcf-4a86-b5e0-865dbd338bf5_session_1,2024-01-02,2024-01-02,Casual,Student,v1,Mobile,Germany,False,Regular User,4.5,3.85,Success,1,0,1,0,0,1,Tuesday,1,January,Night,False,False,4,14,False,0,False,False,False,-0.16,Negative,0,2.46,0,0,1,0.0,Single Query,4.5,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
b8bc04c6-42aa-4b1b-baf1-7cbd98800901,ec89ec2a-9f17-4d9c-9239-2fe349ccb55d,ec89ec2a-9f17-4d9c-9239-2fe349ccb55d_session_1,2024-01-02,2024-01-02,Code,Marketer,v2,Mobile,India,False,Regular User,3.0,3.01,Success,1,0,0,0,0,1,Tuesday,1,January,Night,False,False,4,19,False,0,False,True,False,-0.21,Negative,0,1.86,0,0,1,0.0,Single Query,3.0,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
e5d053fc-a5e1-4288-86db-d9a001ffa7ac,42508cd5-0612-4613-9567-d7660ccb0cc3,42508cd5-0612-4613-9567-d7660ccb0cc3_session_1,2024-01-02,2024-01-02,Marketing,Student,v1,Web,United Kingdom,False,Regular User,3.5,2.35,Success,1,0,0,1,0,1,Tuesday,1,January,Night,False,False,7,39,False,0,False,False,True,-0.54,Negative,0,2.1,0,0,1,0.0,Single Query,3.5,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
29994e17-08d9-4b88-ac5d-fb3626c95cef,21816752-478b-44fc-b97f-dd1dc26936c2,21816752-478b-44fc-b97f-dd1dc26936c2_session_1,2024-01-02,2024-01-02,Education,Marketer,v1,Mobile,Germany,False,Power User,3.6,1.79,RateLimitError,0,1,0,1,0,1,Tuesday,1,January,Night,False,False,4,22,False,0,False,False,False,-0.16,Negative,0,1.5,0,1,2,0.0,Short Session,3.85,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
7f03e628-5307-47b1-a638-0479e693a1e6,a6e36f16-9754-4ae8-bc67-692ca307049b,a6e36f16-9754-4ae8-bc67-692ca307049b_session_1,2024-01-02,2024-01-02,Education,Developer,v1,Web,United Kingdom,False,Regular User,4.6,1.88,Success,1,0,1,1,0,1,Tuesday,1,January,Night,False,False,5,32,True,1,False,True,False,-0.79,Negative,0,2.52,0,0,1,0.0,Single Query,4.6,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
d2f96ac0-4ebe-48b9-a0f5-a49c93c4869a,edd87607-2dc6-4d9f-bf17-ab56fa648f92,edd87607-2dc6-4d9f-bf17-ab56fa648f92_session_1,2024-01-02,2024-01-02,Education,Developer,v2,Web,United States,False,Regular User,3.4,3.46,Success,1,0,0,0,0,1,Tuesday,1,January,Night,False,False,4,22,False,0,False,False,False,0.13,Positive,1,2.02,0,0,1,0.0,Single Query,3.4,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
cdaa601a-5d9d-4f83-8be2-158c6910cf40,436c0122-f046-492a-a906-4dce305c7494,436c0122-f046-492a-a906-4dce305c7494_session_1,2024-01-02,2024-01-02,Casual,Student,v2,Web,India,False,Regular User,3.6,2.31,Success,1,0,0,1,0,1,Tuesday,1,January,Night,False,False,4,14,False,0,False,False,False,0.26,Positive,1,2.1,0,0,1,0.0,Single Query,3.6,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
52b4bff6-0090-4835-ab7c-7c69e5e0bd49,b076fb2d-662e-4131-b234-cc19dbca5814,b076fb2d-662e-4131-b234-cc19dbca5814_session_1,2024-01-02,2024-01-02,Education,Analyst,v2,Web,Australia,False,Regular User,3.2,1.42,Success,1,0,0,1,0,1,Tuesday,1,January,Night,False,False,5,32,True,1,False,True,False,0.69,Positive,1,1.96,0,0,1,0.0,Single Query,3.2,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
5ec8bc27-9f6c-4a12-8f29-9e7673551fd1,745ad127-7ca5-48bd-8134-20c0246df6d0,745ad127-7ca5-48bd-8134-20c0246df6d0_session_1,2024-01-02,2024-01-02,Marketing,Developer,v1,Web,India,False,Regular User,4.2,1.74,Success,1,0,1,1,0,1,Tuesday,1,January,Night,False,False,7,35,False,0,False,False,True,-0.31,Negative,0,2.39,0,0,1,0.0,Single Query,4.2,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
2774dd2a-2b6d-40d4-8060-26fa037efa96,eca45876-008d-4064-8ebd-d08456e4a7b2,eca45876-008d-4064-8ebd-d08456e4a7b2_session_2,2024-01-02,2024-01-02,Code,Marketer,v2,Mobile,United Kingdom,False,Regular User,3.7,1.88,Success,1,0,0,1,0,1,Tuesday,1,January,Night,False,False,8,43,False,0,True,False,True,0.89,Positive,1,2.2,0,0,1,0.0,Single Query,3.7,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
